SalePrice,Id
115088.64,2485
140578.97,2486
206636.42,2487
161938.84,2488
158639.19,2489
142001.95,2490
83145.93,2491
182967.06,2492
132877.14,2493
145344.08,2494
91283.74,2495
223391.53,2496
148057.81,2497
95871.3,2498
69434.98,2499
115299.63,2500
126538.62,2501
150153.34,2502
83445.14,2503
213656.7,2504
222148.17,2505
248318.89,2506
268320.1,2507
248400.2,2508
214807.72,2509
220752.78,2510
180782.16,2511
200098.61,2512
226158.56,2513
237490.23,2514
134338.22,2515
167338.36,2516
136111.77,2517
138599.4,2518
216071.27,2519
217568.52,2520
186704.12,2521
230602.23,2522
115498.93,2523
121198.76,2524
134578.2,2525
123080.97,2526
105353.32,2527
117867.414,2528
123630.48,2529
115285.63,2530
255502.61,2531
230744.5,2532
199304.73,2533
232189.66,2534
299537.56,2535
243166.17,2536
237031.97,2537
174916.97,2538
193633.0,2539
168296.84,2540
182214.61,2541
144709.97,2542
122603.875,2543
112139.24,2544
125297.46,2545
137778.77,2546
147962.23,2547
138230.05,2548
154965.12,2549
626533.5,2550
134885.05,2551
122322.32,2552
52649.23,2553
87618.1,2554
115829.21,2555
84136.35,2556
97990.41,2557
185386.6,2558
110727.9,2559
135481.89,2560
138490.06,2561
117597.016,2562
133023.17,2563
175890.69,2564
112458.46,2565
120442.336,2566
105843.67,2567
196645.62,2568
186245.47,2569
127579.07,2570
152883.83,2571
171239.62,2572
215555.9,2573
246254.31,2574
130069.336,2575
130095.0,2576
138451.19,2577
87203.75,2578
52303.027,2579
109053.99,2580
131354.06,2581
124749.39,2582
265723.12,2583
167980.9,2584
186837.52,2585
234923.45,2586
215257.16,2587
145584.0,2588
153506.94,2589
218396.34,2590
214517.56,2591
205942.36,2592
232520.14,2593
175846.05,2594
198827.92,2595
310060.28,2596
175902.36,2597
266406.5,2598
297965.7,2599
156957.16,2600
142335.06,2601
69332.28,2602
78272.67,2603
81735.766,2604
65053.953,2605
143137.6,2606
210299.4,2607
217567.0,2608
163636.38,2609
102047.36,2610
131302.3,2611
155359.2,2612
126556.93,2613
114380.38,2614
148682.92,2615
155457.86,2616
186289.42,2617
215004.98,2618
212092.81,2619
189680.9,2620
171119.58,2621
184806.23,2622
237217.44,2623
278315.38,2624
261606.75,2625
173257.8,2626
167355.39,2627
369695.06,2628
376518.44,2629
305842.62,2630
384722.78,2631
332853.97,2632
281868.97,2633
351306.53,2634
162070.81,2635
195355.95,2636
180478.2,2637
267127.8,2638
193154.53,2639
157972.36,2640
90281.16,2641
190895.31,2642
108444.97,2643
125893.51,2644
108701.836,2645
98027.19,2646
112186.53,2647
144189.67,2648
139195.25,2649
139634.52,2650
133135.97,2651
353645.88,2652
244900.78,2653
226646.47,2654
348049.88,2655
290788.66,2656
312932.6,2657
262192.06,2658
272886.4,2659
308507.88,2660
317757.97,2661
325219.84,2662
287417.8,2663
252034.34,2664
311425.66,2665
266147.0,2666
166436.19,2667
178239.78,2668
167698.22,2669
269931.56,2670
180277.11,2671
194589.95,2672
208846.34,2673
218786.03,2674
160468.6,2675
190255.6,2676
203177.89,2677
245022.38,2678
270072.53,2679
277847.7,2680
364689.97,2681
318646.88,2682
403872.66,2683
299414.62,2684
320010.75,2685
245109.6,2686
300022.8,2687
213792.47,2688
197736.3,2689
385215.25,2690
176404.34,2691
136869.39,2692
193057.34,2693
138414.77,2694
198355.22,2695
185397.72,2696
186670.88,2697
205918.67,2698
175013.34,2699
146011.84,2700
145002.6,2701
106161.16,2702
128911.71,2703
145207.1,2704
106135.83,2705
105436.664,2706
118702.24,2707
115345.7,2708
103377.51,2709
114879.78,2710
311016.66,2711
367462.75,2712
172746.73,2713
148642.62,2714
155812.88,2715
135724.33,2716
189282.23,2717
223691.08,2718
143669.52,2719
192976.88,2720
128067.91,2721
162074.94,2722
166212.98,2723
108924.016,2724
121635.06,2725
131396.03,2726
184296.94,2727
164325.58,2728
133379.58,2729
135178.75,2730
121569.71,2731
110384.36,2732
170906.11,2733
143228.75,2734
123710.484,2735
132006.62,2736
110257.96,2737
121867.625,2738
161043.06,2739
134313.89,2740
125551.45,2741
150125.5,2742
137308.97,2743
167470.05,2744
150795.27,2745
125412.74,2746
135496.38,2747
106243.53,2748
124307.016,2749
110327.125,2750
121832.06,2751
203459.08,2752
164856.27,2753
262347.94,2754
123248.21,2755
69571.54,2756
57186.94,2757
69394.88,2758
142913.98,2759
106125.25,2760
134619.25,2761
142917.31,2762
220896.83,2763
151687.02,2764
284104.06,2765
113334.8,2766
48484.19,2767
107101.56,2768
119952.43,2769
158957.28,2770
100913.234,2771
103008.95,2772
146906.4,2773
134271.81,2774
112609.31,2775
136965.64,2776
142548.81,2777
121865.36,2778
87285.99,2779
105429.89,2780
89776.44,2781
83112.05,2782
73937.38,2783
102907.86,2784
113434.44,2785
50564.63,2786
118510.82,2787
56975.574,2788
190646.0,2789
85724.11,2790
105921.6,2791
49587.66,2792
161142.39,2793
70103.07,2794
109629.51,2795
82260.32,2796
204166.5,2797
99730.21,2798
105285.38,2799
71576.17,2800
110412.15,2801
118944.336,2802
160661.1,2803
117125.47,2804
89998.48,2805
79422.73,2806
168904.98,2807
139762.0,2808
119347.06,2809
124758.375,2810
153466.88,2811
162400.52,2812
147866.52,2813
156903.64,2814
88855.695,2815
243859.6,2816
138789.97,2817
118632.9,2818
167608.42,2819
118903.18,2820
103136.94,2821
179899.31,2822
318343.5,2823
171367.08,2824
143438.25,2825
119517.43,2826
130279.11,2827
241407.66,2828
216809.23,2829
220625.88,2830
188321.0,2831
251385.94,2832
268352.94,2833
205393.38,2834
214484.56,2835
192455.48,2836
173442.81,2837
132496.58,2838
171945.94,2839
204835.66,2840
201668.98,2841
232965.45,2842
147503.31,2843
165771.72,2844
115675.83,2845
207236.89,2846
204588.17,2847
234894.86,2848
198089.42,2849
290614.8,2850
217539.83,2851
241342.89,2852
239193.58,2853
144289.53,2854
212805.94,2855
194215.94,2856
184391.75,2857
209994.67,2858
107890.77,2859
133416.16,2860
135306.61,2861
204354.3,2862
133789.02,2863
248601.61,2864
139670.95,2865
176755.05,2866
82631.38,2867
103904.21,2868
98617.77,2869
122943.375,2870
80773.93,2871
33048.266,2872
88030.305,2873
127207.72,2874
118775.04,2875
175354.77,2876
126405.45,2877
142824.19,2878
125891.31,2879
94709.97,2880
122857.89,2881
142333.44,2882
168913.36,2883
182086.1,2884
149686.89,2885
214768.22,2886
103975.23,2887
126312.7,2888
51873.86,2889
68875.95,2890
133978.61,2891
51862.668,2892
82051.266,2893
51039.504,2894
280973.34,2895
265677.03,2896
200366.8,2897
154137.23,2898
210989.4,2899
155299.28,2900
212126.83,2901
199425.19,2902
312242.6,2903
332350.62,2904
48136.027,2905
227070.72,2906
99453.32,2907
119562.71,2908
144999.22,2909
65672.67,2910
68109.67,2911
139884.86,2912
74870.2,2913
69717.22,2914
79362.39,2915
74241.24,2916
181963.1,2917
102643.16,2918
244302.47,2919
